,Height(Inches),Weight(Pounds)
8994,66.9737,122.7246
8995,69.76872,127.523
8996,67.94033,126.2715
8997,69.44812,126.0498
8998,68.05029,120.1885
8999,68.01797,133.8531
9000,64.38451,120.9878
9001,65.25758,104.4308
9002,70.47138,138.5686
9003,68.16951,136.5314
9004,65.04024,117.8342
9005,66.39263,137.6273
9006,67.60452,139.128
9007,67.84567,128.5574
9008,68.50322,129.6116
9009,69.52893,132.6006
9010,68.12778,112.1998
9011,67.38512,128.4802
9012,65.6983,108.4186
9013,68.53813,124.2629
9014,67.344,115.9541
9015,70.01961,138.2804
9016,67.40743,130.7949
9017,70.17944,141.0758
9018,66.51343,128.4216
9019,67.26656,125.9014
9020,66.31374,111.5275
9021,68.44896,123.68
9022,69.27778,129.0046
9023,64.42384,129.7849
9024,66.70168,130.5984
9025,69.24707,115.7079
9026,66.28284,114.6304
9027,69.63326,124.6271
9028,71.70174,132.1551
9029,66.93376,131.3089
9030,67.21461,138.1399
9031,67.3223,118.8846
9032,68.78724,120.7674
9033,70.04804,142.6447
9034,67.87706,143.2935
9035,67.02932,125.1984
9036,69.64922,154.6918
9037,71.22213,122.1485
9038,69.66832,127.8876
9039,67.96253,127.4414
9040,67.00064,113.6904
9041,70.48193,129.2246
9042,68.55545,125.4016
9043,68.7117,149.996
9044,67.31232,129.0666
9045,70.2357,130.3049
9046,69.62229,134.6101
9047,66.48154,137.9908
9048,67.07917,133.1644
9049,69.67002,140.8713
9050,69.14091,141.8583
9051,67.16885,121.6772
9052,68.66029,123.5929
9053,70.01551,129.615
9054,65.91776,121.563
9055,68.37937,131.1613
9056,72.03353,116.3468
9057,67.4263,143.0452
9058,66.83514,104.2224
9059,70.8882,133.5063
9060,71.09886,134.4454
9061,68.28929,130.8796
9062,67.42232,124.5761
9063,68.77046,110.9432
9064,66.44097,107.1578
9065,66.90499,120.1547
9066,67.74564,134.8147
9067,69.8243,128.6697
9068,68.53948,137.0614
9069,67.01536,123.0206
9070,68.72506,124.6451
9071,68.35119,133.4171
9072,67.19257,129.0612
9073,69.5455,133.8347
9074,68.59743,132.2555
9075,67.24215,119.4882
9076,66.65525,129.5077
9077,64.90589,136.4502
9078,69.23991,127.3088
9079,68.56348,111.6024
9080,66.34211,114.1735
9081,70.38965,111.2858
9082,69.41526,138.7516
9083,69.27737,111.6005
9084,68.38301,134.017
9085,67.157,124.2264
9086,68.20503,113.3739
9087,68.72586,131.5592
9088,66.96037,125.1157
9089,66.66717,124.2017
9090,70.07603,139.5844
9091,70.51629,136.3324
9092,71.54106,126.4717
9093,67.50481,141.2498
9094,69.15991,113.6123
9095,67.90658,132.8133
9096,68.82477,120.2753
9097,69.78004,123.8703
9098,68.44619,138.1636
9099,69.39772,118.0079
9100,67.30346,141.5997
9101,65.66713,128.864
9102,67.33725,124.8425
9103,67.00093,128.6654
9104,65.45347,108.3017
9105,66.65036,116.8012
9106,66.62187,120.3299
9107,71.06319,131.0404
9108,66.53966,119.8203
9109,66.05713,113.8325
9110,64.81538,123.0207
9111,67.82121,124.0312
9112,69.91442,131.4753
9113,67.20148,119.7628
9114,69.57829,133.2355
9115,69.56702,143.8267
9116,67.25014,127.6431
9117,66.31447,106.2018
9118,69.82058,110.6276
9119,64.68698,117.9638
9120,68.52069,142.1197
9121,68.05361,137.0546
9122,63.88492,122.967
9123,65.87122,135.4564
9124,67.28386,141.0113
9125,68.7451,145.1448
9126,71.78732,127.6009
9127,71.89347,142.8591
9128,71.21521,140.5748
9129,68.63924,121.7655
9130,67.20198,127.4781
9131,68.42171,116.4237
9132,66.21571,132.8434
9133,65.69602,114.2603
9134,64.39471,108.8848
9135,68.13221,126.5235
9136,69.95789,157.8629
9137,66.17437,124.0197
9138,67.3027,108.836
9139,67.12352,139.5505
9140,66.13041,114.8118
9141,66.76283,132.985
9142,69.81734,140.8902
9143,67.50491,126.0354
9144,67.77868,132.7541
9145,67.09294,134.424
9146,69.02064,139.6542
9147,68.37429,127.5258
9148,64.61585,131.0972
9149,65.50846,146.5505
9150,68.56092,114.3385
9151,69.29465,137.8696
9152,67.29291,135.6857
9153,67.10227,117.0417
9154,66.23273,128.5774
9155,68.91376,140.9367
9156,66.75178,132.2723
9157,67.13916,111.5926
9158,66.25471,126.3462
9159,69.74556,153.9188
9160,66.34128,128.7754
9161,69.83341,108.9893
9162,69.86248,137.0186
9163,70.28256,118.5086
9164,67.07699,130.1395
9165,68.18059,123.6302
9166,67.59916,128.1213
9167,68.02776,140.8584
9168,68.42296,121.4696
9169,66.75944,112.3085
9170,68.53352,124.2808
9171,65.2651,110.8564
9172,66.58553,122.2553
9173,69.2084,130.033
9174,66.78219,103.0118
9175,69.73097,129.0492
9176,69.25719,123.1632
9177,68.57908,114.3083
9178,68.38491,130.869
9179,67.35514,119.3197
9180,70.08283,124.9148
9181,69.17193,140.6591
9182,70.74539,125.966
9183,65.88537,138.3547
9184,66.18373,113.7313
9185,64.9891,120.7808
9186,70.07851,129.7672
9187,67.47051,123.0945
9188,71.44337,130.4157
9189,69.28932,137.6776
9190,68.75846,127.091
9191,67.99864,135.3502
9192,66.76007,111.1036
9193,71.10275,126.991
9194,68.84929,133.7133
9195,66.71258,125.7664
9196,69.69606,131.6194
9197,68.21523,137.7177
9198,69.19788,125.6089
9199,65.99751,120.2086
9200,67.06344,119.1764
9201,70.38879,148.7394
9202,66.85526,130.9888
9203,65.49447,116.2783
9204,66.4933,131.4317
9205,69.64591,135.8083
9206,66.6031,120.0463
9207,65.5028,110.0927
9208,70.68042,145.9
9209,68.35984,115.3059
9210,69.67952,138.7123
9211,67.28637,138.2075
9212,64.24975,131.6321
9213,69.59961,152.9562
9214,67.2586,136.0419
9215,65.07024,110.1766
9216,69.32643,131.1248
9217,65.74804,114.0431
9218,67.8373,124.0473
9219,67.68655,124.5785
9220,69.93319,129.2833
9221,66.7117,111.267
9222,71.46877,126.8355
9223,69.23864,119.7615
9224,66.93836,119.0544
9225,73.75335,153.1022
9226,68.52941,129.8379
9227,65.84612,127.4989
9228,69.14293,130.5126
9229,68.50756,128.4389
9230,68.80941,150.2088
9231,68.28658,116.4148
9232,66.0851,122.6038
9233,66.76815,124.7948
9234,68.41582,127.8615
9235,67.86012,138.798
9236,66.49326,128.5167
9237,70.05556,145.7431
9238,71.51172,128.1476
9239,69.63168,160.4111
9240,67.31178,106.3544
9241,65.9605,126.6596
9242,68.69762,139.7047
9243,70.5427,147.6912
9244,65.2308,116.3007
9245,65.7164,94.98665
9246,66.6851,123.8638
9247,68.30596,108.0676
9248,70.06674,130.9781
9249,67.06764,131.5991
9250,68.67723,126.1419
9251,66.56482,118.4916
9252,67.928,139.2513
9253,67.81441,123.6647
9254,68.05175,133.8927
9255,65.16729,121.1432
9256,68.4387,128.4782
9257,69.90595,133.594
9258,67.5131,131.9657
9259,70.55747,143.9102
9260,67.50352,125.0155
9261,70.8343,144.4515
9262,67.17439,129.7009
9263,68.23162,132.8397
9264,68.84891,141.2839
9265,66.06507,118.4233
9266,67.96066,124.5333
9267,64.42169,119.2322
9268,68.9783,145.197
9269,68.86452,133.6579
9270,67.51935,123.6148
9271,70.8742,127.9931
9272,65.63908,125.7235
9273,72.06149,147.5819
9274,70.74003,147.7738
9275,69.53497,141.9338
9276,66.04415,121.9856
9277,67.75988,140.1278
9278,67.28678,131.5009
9279,66.58203,122.171
9280,67.00829,127.8757
9281,67.14315,114.6482
9282,69.52981,128.8579
9283,69.01236,146.6218
9284,67.53657,100.154
9285,68.06545,141.5315
9286,69.27853,143.8148
9287,68.96647,136.0886
9288,68.75452,129.4726
9289,67.32854,107.9528
9290,69.0599,131.2881
9291,69.76801,132.0979
9292,72.03679,138.0884
9293,64.54425,115.9595
9294,63.63284,107.2702
9295,70.94818,149.7548
9296,62.91288,109.2128
9297,69.4062,124.5456
9298,65.4398,136.8947
9299,67.05728,122.9843
9300,66.18541,121.9805
9301,66.90237,139.8915
9302,66.41367,109.0311
9303,67.67042,123.1408
9304,67.70967,131.7281
9305,66.69404,126.8929
9306,69.5217,126.8198
9307,68.20773,119.5053
9308,67.99821,127.458
9309,68.00746,119.2101
9310,68.09824,143.5727
9311,68.93312,143.0937
9312,69.78307,139.0177
9313,65.81071,114.1338
9314,69.96713,125.4353
9315,67.5085,127.8424
9316,69.09305,140.226
9317,72.36277,135.6763
9318,67.6456,123.0015
9319,69.46842,119.0737
9320,66.77116,129.5425
9321,70.23323,135.7363
9322,69.55395,139.2316
9323,69.35355,128.9771
9324,67.2451,130.0655
9325,64.77727,143.251
9326,66.30059,112.3781
9327,66.75624,125.1407
9328,65.73325,134.9375
9329,68.08852,111.6419
9330,71.55699,141.6861
9331,67.38427,122.8404
9332,64.15481,101.7546
9333,68.50089,121.5853
9334,69.27158,135.7448
9335,68.52587,131.2739
9336,66.81053,127.0045
9337,70.0217,132.9266
9338,70.44212,135.0743
9339,70.35346,118.347
9340,65.94226,136.2054
9341,67.49783,121.6583
9342,68.00099,127.1241
9343,65.48962,99.76843
9344,66.86327,124.5651
9345,69.4656,131.2397
9346,67.40982,113.6502
9347,65.75113,117.6909
9348,69.07002,130.5795
9349,69.3032,128.7739
9350,67.27013,136.5165
9351,68.29642,132.8802
9352,65.5358,108.0334
9353,67.22288,138.325
9354,69.02293,143.8474
9355,66.69251,130.6489
9356,66.50669,131.5283
9357,67.98874,146.0239
9358,66.65476,125.3253
9359,69.12208,129.0318
9360,71.02363,144.1068
9361,66.46702,119.3847
9362,69.03081,134.2694
9363,65.9942,128.0366
9364,66.54171,133.9323
9365,65.91998,135.6308
9366,70.59103,134.1319
9367,65.78822,134.2213
9368,69.91804,119.5102
9369,64.2992,126.3063
9370,66.42226,113.4779
9371,68.74988,136.8669
9372,67.99798,118.1315
9373,64.60634,122.632
9374,67.88746,119.0272
9375,66.81948,125.9408
9376,69.06944,159.9584
9377,65.65385,129.1825
9378,66.2017,114.629
9379,68.94276,135.2118
9380,68.3649,119.517
9381,67.18992,127.9725
9382,66.68348,119.6796
9383,67.43443,120.3906
9384,67.21497,119.7199
9385,68.45993,121.1754
9386,63.64325,117.4774
9387,67.53521,146.869
9388,69.70037,128.112
9389,68.29865,122.6236
9390,67.97567,130.0032
9391,69.57423,130.6273
9392,66.70797,142.0475
9393,67.9214,110.3853
9394,67.40188,124.1551
9395,69.39159,121.5433
9396,68.59889,127.6063
9397,68.3755,126.0555
9398,68.28427,127.0948
9399,68.50766,152.6424
9400,65.09736,111.7652
9401,65.83359,119.9561
9402,69.25932,134.0319
9403,68.73092,132.3239
9404,66.77164,120.5926
9405,66.38506,142.6708
9406,67.46704,132.4481
9407,68.17097,123.7398
9408,65.70973,125.7159
9409,67.07386,121.8819
9410,71.9948,147.5977
9411,63.22211,107.5164
9412,69.03411,118.9953
9413,68.64248,120.9374
9414,65.9252,118.0381
9415,72.10915,143.0039
9416,66.35575,107.5936
9417,68.96323,128.6853
9418,65.42432,116.2966
9419,65.22177,112.5281
9420,72.70766,151.2249
9421,67.3917,106.0426
9422,66.68077,127.0893
9423,68.72378,129.9631
9424,63.70105,109.8656
9425,73.02554,153.6723
9426,68.16631,126.7726
9427,64.82933,95.71141
9428,65.8334,119.1656
9429,67.8251,129.8443
9430,69.45504,143.627
9431,63.03704,117.6276
9432,67.58447,125.4967
9433,66.92223,122.307
9434,69.33008,135.0667
9435,71.71882,146.1847
9436,68.66466,137.1764
9437,70.46171,120.4257
9438,64.20227,124.2804
9439,68.54482,122.1992
9440,65.42611,118.5156
9441,69.20541,135.4161
9442,63.51326,105.9244
9443,67.2175,111.7119
9444,69.69215,143.5628
9445,68.78018,132.1932
9446,69.40612,120.9522
9447,67.40414,121.3496
9448,67.40661,109.3581
9449,66.49497,124.8437
9450,67.2151,120.043
9451,69.36059,124.4044
9452,69.68186,147.5598
9453,67.6277,160.2278
9454,67.89343,154.2345
9455,70.64483,129.7265
9456,70.8271,131.8696
9457,66.95277,150.2868
9458,66.46976,123.0618
9459,66.54555,124.8628
9460,68.16788,146.6505
9461,66.2086,115.1943
9462,68.33636,135.8657
9463,64.5222,96.68665
9464,65.57641,117.1727
9465,69.2064,124.3249
9466,69.07345,156.9797
9467,68.94109,130.1473
9468,68.07446,143.6574
9469,72.00843,133.2257
9470,67.20444,139.7736
9471,68.43894,124.1119
9472,68.23881,111.9836
9473,70.52936,122.4652
9474,67.32161,124.3376
9475,69.95585,147.535
9476,67.88682,135.3697
9477,68.15578,106.8394
9478,70.56446,124.0626
9479,68.13215,104.8113
9480,70.25892,129.4346
9481,71.06535,140.4796
9482,66.36966,116.5041
9483,67.17026,135.8317
9484,68.87325,146.9941
9485,70.81794,131.5906
9486,66.72765,121.3333
9487,67.48404,137.405
9488,66.53552,138.7161
9489,68.04662,127.0141
9490,67.85401,129.9666
9491,68.00799,119.6399
9492,74.05895,133.8172
9493,68.49073,130.7902
9494,64.60903,96.02104
9495,67.56038,127.1691
9496,68.62368,123.8232
9497,67.25436,142.156
9498,68.17591,127.1837
9499,67.57397,132.4176
9500,66.05092,103.9482
9501,69.27344,127.5728
9502,69.90864,121.1529
9503,69.28147,140.9313
9504,68.75275,132.5807
9505,67.33384,115.6858
9506,65.05656,111.7393
9507,65.67598,111.3916
9508,66.47819,101.3276
9509,70.52868,134.6246
9510,67.33753,109.9394
9511,69.87287,126.1665
9512,68.73321,125.7578
9513,69.1104,140.1776
9514,69.1176,120.5052
9515,66.72791,116.0508
9516,70.37952,130.6461
9517,64.75996,110.5434
9518,67.50912,145.7528
9519,66.26041,125.1086
9520,67.44271,142.4967
9521,68.68327,139.7883
9522,67.58574,125.2951
9523,66.55002,111.2059
9524,66.3369,148.2612
9525,67.59753,132.7081
9526,66.16875,138.9486
9527,68.38972,118.5898
9528,69.32992,133.9886
9529,66.91635,120.1121
9530,67.20178,121.5752
9531,68.88096,143.4448
9532,68.83944,136.7053
9533,70.43032,121.1569
9534,69.6312,138.6313
9535,66.23915,130.0533
9536,69.57833,140.2363
9537,70.32551,142.6363
9538,65.17576,100.3741
9539,70.81253,118.5751
9540,69.5776,127.2639
9541,64.67472,104.1077
9542,68.0986,114.887
9543,69.48224,135.7121
9544,69.19418,122.8981
9545,68.58131,135.3452
9546,68.46986,143.989
9547,66.52275,116.8098
9548,67.29478,100.4477
9549,68.02127,133.231
9550,69.55433,120.3508
9551,70.55274,144.0613
9552,69.43571,107.0716
9553,67.22028,119.5298
9554,64.65699,111.5398
9555,69.51829,138.9221
9556,65.09086,115.2015
9557,66.86091,124.2395
9558,68.59768,107.0438
9559,71.01173,146.3277
9560,71.34761,129.5618
9561,67.74021,121.2672
9562,71.61413,145.0715
9563,68.84447,120.2177
9564,66.83785,128.0275
9565,66.13335,119.3266
9566,65.79023,123.2118
9567,68.73614,140.187
9568,67.57879,131.6685
9569,70.7638,145.0962
9570,67.67495,127.9568
9571,64.5197,128.6015
9572,68.70418,146.899
9573,68.20196,113.2495
9574,68.50077,117.3796
9575,68.18475,131.2772
9576,67.31928,128.0177
9577,69.94028,148.8857
9578,67.49093,141.5919
9579,66.51022,109.6487
9580,70.54908,132.7834
9581,68.31443,134.8167
9582,69.56373,134.7459
9583,69.69727,125.7112
9584,67.72532,132.9298
9585,66.87841,138.0319
9586,68.40503,151.6563
9587,68.11084,120.446
9588,66.86782,109.5053
9589,68.96376,130.3361
9590,70.51308,137.2445
9591,65.1844,126.7683
9592,70.21546,113.0231
9593,69.03164,133.84
9594,66.14828,93.75301
9595,70.63243,136.9783
9596,63.92425,119.5108
9597,67.93981,126.2074
9598,68.94411,120.0772
9599,66.17288,112.4068
9600,68.1199,143.5778
9601,68.01974,136.8445
9602,64.16711,112.8528
9603,69.01036,140.9219
9604,68.91364,129.5028
9605,66.44713,136.0997
9606,65.61804,129.5947
9607,69.11903,122.9885
9608,70.28184,140.9463
9609,66.73051,114.8715
9610,66.72657,135.0653
9611,68.80212,124.2972
9612,69.02745,121.9743
9613,66.62724,133.8779
9614,67.97623,134.8979
9615,65.11298,124.4876
9616,67.89264,129.4893
9617,68.64717,124.6416
9618,65.14223,130.2813
9619,68.65645,124.6263
9620,67.83641,135.3784
9621,67.51286,133.072
9622,66.63689,128.8981
9623,68.34852,134.0701
9624,65.8678,127.5491
9625,67.36679,145.0907
9626,68.35562,128.6526
9627,65.76876,126.7595
9628,67.90471,104.8685
9629,65.54889,122.4253
9630,69.03026,134.7709
9631,66.27542,119.7849
9632,67.88791,126.7626
9633,65.72184,107.6977
9634,68.66079,130.6653
9635,68.28397,107.6837
9636,69.17713,128.8322
9637,69.2558,138.4302
9638,69.54643,144.0828
9639,68.97883,141.869
9640,69.23439,151.4362
9641,66.67303,129.5801
9642,66.16115,133.9835
9643,67.43035,131.9753
9644,65.90419,123.7444
9645,67.25626,114.1209
9646,67.83686,132.5467
9647,70.19109,133.1316
9648,66.31564,126.0798
9649,67.66646,117.2472
9650,67.7519,131.9273
9651,68.3228,113.167
9652,72.0803,130.742
9653,68.78572,128.277
9654,68.57754,118.4883
9655,68.37308,124.2885
9656,68.74512,130.1937
9657,69.39088,130.6716
9658,68.61933,134.812
9659,67.23029,121.3587
9660,68.49582,138.0952
9661,69.30757,145.4359
9662,65.61597,118.6455
9663,68.09188,129.8851
9664,67.7166,122.6816
9665,67.4508,115.9856
9666,67.13754,119.8772
9667,64.14983,106.4504
9668,67.65922,135.9871
9669,68.28587,137.0307
9670,65.54248,122.9935
9671,68.82518,154.7341
9672,72.12412,146.2978
9673,67.61816,122.4365
9674,68.49971,137.8023
9675,71.21183,131.1726
9676,71.15269,133.2166
9677,70.31235,132.5313
9678,70.26465,113.4165
9679,65.49772,130.9129
9680,68.06388,117.0789
9681,68.71857,132.3502
9682,69.47394,159.8926
9683,68.27314,125.3854
9684,67.57915,113.2566
9685,68.60227,130.4389
9686,67.10387,144.1473
9687,67.37805,125.1132
9688,70.82184,159.3021
9689,69.13393,125.6548
9690,68.31448,129.3196
9691,64.06191,109.7758
9692,68.21309,121.3595
9693,66.36575,130.7716
9694,70.73365,119.0237
9695,69.35175,129.1685
9696,66.25415,125.563
9697,68.60712,105.1285
9698,70.27709,127.2297
9699,68.2473,124.244
9700,66.9098,129.5755
9701,66.56227,117.7942
9702,68.91759,128.5454
9703,68.80671,141.7393
9704,70.88619,127.9719
9705,73.51383,138.9321
9706,68.56821,131.7526
9707,66.88985,129.5218
9708,69.76635,146.4205
9709,67.44905,131.1587
9710,69.3961,112.2049
9711,69.11016,120.8271
9712,67.00457,139.3125
9713,66.53958,132.7218
9714,70.31894,147.0394
9715,69.95672,119.7538
9716,67.17704,127.8719
9717,73.18256,132.9995
9718,68.17989,116.2537
9719,70.85706,123.5573
9720,68.61586,117.3901
9721,69.99675,131.242
9722,66.89348,156.4495
9723,68.944,129.6552
9724,67.5559,115.2974
9725,68.51482,124.1914
9726,71.15411,151.4754
9727,68.88473,126.2634
9728,70.48065,145.9294
9729,67.04825,124.6696
9730,63.92053,98.7457
9731,65.42959,120.5649
9732,67.06764,152.4888
9733,69.86922,136.3855
9734,66.15786,134.1293
9735,63.92128,113.4515
9736,68.65125,146.1165
9737,69.85696,138.1103
9738,68.94991,126.8747
9739,66.61559,128.5193
9740,68.9697,110.5576
9741,64.96032,128.2809
9742,68.71059,110.049
9743,67.44021,129.2538
9744,69.29564,125.0373
9745,68.3902,116.4848
9746,65.57747,117.9638
9747,68.16834,129.595
9748,64.13237,124.2891
9749,69.05347,140.6226
9750,68.4964,133.8031
9751,66.60332,125.173
9752,66.78141,115.7559
9753,68.68124,112.327
9754,69.25972,125.5782
9755,64.27481,107.569
9756,70.17795,132.6043
9757,69.75895,139.3178
9758,67.61169,140.8895
9759,71.41635,146.9978
9760,68.70158,120.3307
9761,65.38354,123.2058
9762,71.82386,136.6557
9763,65.44204,128.948
9764,68.73343,145.1099
9765,68.17608,119.5684
9766,72.05521,136.6193
9767,67.37648,110.3445
9768,66.63165,130.7607
9769,66.57454,117.2413
9770,70.2814,148.7963
9771,67.95765,125.4817
9772,68.03122,124.7968
9773,66.2195,106.072
9774,70.60482,134.8661
9775,67.43065,130.2342
9776,65.90857,122.1085
9777,72.47921,138.4836
9778,66.5789,116.9757
9779,67.04159,128.5194
9780,65.89776,139.6527
9781,66.02355,104.0173
9782,70.6596,131.0931
9783,69.32015,133.3684
9784,68.46611,118.6156
9785,68.1011,118.9991
9786,69.10355,131.272
9787,68.98767,124.1313
9788,66.98612,98.47799
9789,68.07886,138.9164
9790,67.14062,131.6581
9791,65.50185,128.1924
9792,68.42655,146.6355
9793,67.80423,110.0665
9794,67.00515,115.8675
9795,70.12939,127.1045
9796,71.59767,131.6252
9797,67.47799,111.0157
9798,69.75215,151.263
9799,70.2609,124.2768
9800,68.46374,128.6835
9801,66.49929,113.3252
9802,68.77449,147.9795
9803,67.53213,132.3461
9804,71.32762,132.2853
9805,69.54265,132.2717
9806,68.84469,137.642
9807,68.45131,117.7085
9808,67.58396,128.4773
9809,68.84619,119.7516
9810,69.41444,118.391
9811,69.85771,120.8858
9812,66.09467,115.8339
9813,68.69118,118.5151
9814,66.91649,120.891
9815,68.61516,135.9551
9816,71.12975,134.8375
9817,68.85924,115.4611
9818,70.58611,136.1071
9819,70.45602,137.7117
9820,65.82729,109.0839
9821,65.53454,106.9057
9822,66.18249,131.9705
9823,71.61882,165.8716
9824,66.95769,128.7377
9825,69.17434,117.2939
9826,70.74903,138.9422
9827,67.5619,126.5968
9828,67.98909,107.9762
9829,66.51309,108.3641
9830,68.42597,147.0716
9831,69.43903,145.7242
9832,68.77366,140.1915
9833,67.44207,131.3793
9834,71.55011,141.6604
9835,70.1884,123.7339
9836,65.2831,100.0283
9837,70.74713,146.572
9838,69.73095,145.2295
9839,68.86778,126.558
9840,68.39148,151.9512
9841,67.41403,128.8079
9842,65.04265,126.6868
9843,68.77248,136.0577
9844,69.84344,122.7778
9845,63.93049,108.3559
9846,70.31106,147.7541
9847,67.98819,123.2582
9848,70.81754,130.6455
9849,68.38637,124.6679
9850,68.22631,125.5255
9851,65.89874,114.3292
9852,69.73748,145.8184
9853,68.42911,132.0335
9854,67.15172,141.4995
9855,67.18709,125.5079
9856,70.49324,121.4159
9857,69.89967,126.9552
9858,68.57785,120.5832
9859,67.44754,132.5691
9860,68.27063,119.3592
9861,68.02518,116.9769
9862,64.47165,110.3828
9863,70.43528,124.8658
9864,70.38848,135.0006
9865,68.9876,157.8304
9866,70.53,145.5456
9867,70.77882,123.2178
9868,68.03476,131.787
9869,66.03888,127.3603
9870,67.24661,128.9941
9871,66.34444,121.7823
9872,68.00358,126.2625
9873,67.5354,131.3948
9874,66.26621,108.9546
9875,69.34812,136.3244
9876,61.30021,120.8819
9877,63.85336,116.1584
9878,67.79112,122.7668
9879,68.84082,117.168
9880,67.23541,128.9174
9881,72.0041,138.0863
9882,69.37103,127.227
9883,66.95564,137.1765
9884,66.45619,109.9414
9885,68.13655,134.1517
9886,66.67832,113.69
9887,69.28115,141.7671
9888,70.62015,140.458
9889,67.99465,119.7749
9890,68.48033,130.2865
9891,69.06455,141.4252
9892,71.75345,125.4749
9893,68.12333,142.4333
9894,69.27301,139.802
9895,70.6871,132.7199
9896,71.59803,118.0366
9897,69.19962,132.039
9898,68.50734,138.7054
9899,67.31358,118.7559
9900,69.35559,132.2083
9901,68.04018,123.4858
9902,69.43599,127.4407
9903,68.11666,122.9518
9904,70.38735,115.9033
9905,67.68927,117.8434
9906,70.10753,106.1532
9907,65.63803,138.7008
9908,66.1331,131.333
9909,67.98396,139.0779
9910,70.00086,145.8357
9911,68.77748,138.6318
9912,69.55778,136.8985
9913,69.64354,141.6881
9914,67.51477,122.6746
9915,66.32547,109.4408
9916,68.11857,123.5801
9917,68.95567,139.0009
9918,69.47262,159.961
9919,67.36852,133.0522
9920,69.49484,129.154
9921,65.21743,130.2571
9922,66.44053,126.5657
9923,67.4008,111.4315
9924,70.05188,136.1694
9925,70.47453,165.815
9926,67.62136,144.3461
9927,71.26378,147.7777
9928,69.11384,134.8827
9929,69.13058,144.5313
9930,71.76731,145.2951
9931,71.90517,131.6109
9932,68.61716,129.5184
9933,66.30375,120.6304
9934,69.47578,133.7738
9935,67.82661,121.302
9936,66.40842,127.5827
9937,69.29497,140.665
9938,67.41872,113.2182
9939,68.30044,125.6614
9940,69.69323,139.8444
9941,66.87896,119.345
9942,67.917,123.5503
9943,68.80858,122.5048
9944,71.0785,148.6654
9945,68.50032,126.3782
9946,68.32165,134.6888
9947,67.44148,118.7423
9948,67.4694,119.622
9949,68.57565,144.6492
9950,69.90495,131.2178
9951,69.06563,133.1598
9952,66.36602,101.9583
9953,68.08525,137.6375
9954,69.76408,132.5028
9955,68.09437,122.4897
9956,67.77372,120.8679
9957,73.1771,162.3663
9958,70.8932,137.9685
9959,66.59118,133.313
9960,68.84406,121.8554
9961,67.82525,120.6637
9962,67.4964,144.1456
9963,66.9367,110.3082
9964,68.73832,136.5058
9965,67.82175,133.7939
9966,67.40266,125.4416
9967,71.91481,151.3634
9968,66.00315,115.9391
9969,66.23591,122.6684
9970,66.05033,129.398
9971,68.59833,131.3191
9972,66.73802,146.5547
9973,68.95236,130.8332
9974,66.8636,134.6229
9975,63.54215,106.5463
9976,68.29415,126.4078
9977,67.18456,155.58
9978,66.93941,128.5959
9979,67.39381,129.645
9980,70.10564,137.8281
9981,67.00791,114.4926
9982,68.00661,112.832
9983,64.75128,96.50653
9984,64.75712,117.9964
9985,65.55869,104.1268
9986,67.94061,101.9043
9987,66.32718,112.5542
9988,67.76335,130.3666
9989,68.84705,143.2721
9990,66.22794,114.482
9991,67.33307,131.244
9992,68.16808,129.6398
9993,66.9724,123.0562
9994,69.16053,127.6593
9995,67.96769,124.3206
9996,71.39143,128.9603
9997,69.17936,142.5122
9998,67.63262,108.6316
9999,68.13844,133.3492
10000,68.57515,132.9664
10001,69.27082,123.9376
10002,68.03694,129.7161
10003,66.78394,128.5766
10004,68.37086,121.5928
10005,69.06702,125.2812
10006,68.68835,120.2494
10007,67.94587,127.063
10008,69.97069,130.5886
10009,67.83678,130.1037
10010,66.57079,122.6824
10011,69.93637,136.028
10012,65.68971,116.112
10013,68.09276,136.1992
10014,68.51531,149.8957
10015,68.66816,129.1077
10016,70.74635,128.3355
10017,68.93456,134.2009
10018,64.55693,115.8225
10019,66.63381,110.4108
10020,66.02983,125.4093
10021,71.83894,128.1898
10022,69.11329,132.1717
10023,68.72609,126.9163
10024,67.67278,140.825
10025,67.97403,115.5281
10026,66.28867,96.43706
10027,66.78936,126.941
10028,70.42997,130.1329
10029,67.34451,128.3837
10030,66.55225,115.0221
10031,67.54453,116.9754
10032,67.11135,121.9965
10033,66.39139,120.8401
10034,70.1004,143.8223
10035,66.29079,129.0103
10036,66.82271,122.2173
10037,68.81388,141.3748
10038,70.7395,118.7482
10039,68.56268,110.8342
10040,66.80278,110.5325
10041,64.49508,109.748
10042,68.00244,139.8746
10043,68.14281,144.8232
10044,66.9929,112.8264
10045,65.95458,117.0548
10046,71.14826,117.7951
10047,69.26366,143.5924
10048,65.33361,113.766
10049,68.07198,139.8559
10050,68.75607,127.0394
10051,68.25481,122.3093
10052,67.6301,126.2598
10053,66.76358,116.2435
10054,68.44489,122.5856
10055,68.6443,137.6504
10056,69.7314,144.728
10057,68.04736,126.1972
10058,66.8011,114.0278
10059,67.31382,114.2178
10060,65.94149,100.0924
10061,68.04148,113.2556
10062,65.76389,121.5449
10063,69.98217,138.5123
10064,66.53339,124.0166
10065,67.30571,118.2689
10066,71.37779,128.3741
10067,65.41261,106.923
10068,69.9379,127.7381
10069,70.94031,129.7535
10070,66.48588,135.3436
10071,70.59467,122.6572
10072,69.26749,134.6498
10073,68.01553,120.2336
10074,67.48435,133.4493
10075,66.64515,124.0263
10076,66.25306,109.1716
